,result,rationale,tweet_id,full_text,eval_time,rational
13,2,"The user acknowledges the potential cost of extended face masks, indicating they find it valuable, which suggests a pro-mask attitude as they are willing to invest in such protective gear for sports events and for their children's safety.",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,0.6792244911193848,
14,3,"the individual expresses a preference for ease of access to healthcare, but also implies a desire for mask-free conditions in the future",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,0.515038251876831,
15,2,the individual encourages mask-wearing and supports sporting events with precautions in place,1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,0.45920872688293457,
16,0,"the individual is promoting the use of masks during a pandemic, indicating a pro-mask stance",1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,0.47391295433044434,
17,1,"The user supports the idea of anti-mask behavior, advocating for people to exercise their right to not wear masks, and suggests that businesses should accommodate this choice despite government mandates or company rights.",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",0.6380505561828613,
18,0,The tweet does not explicitly mention or express an opinion about mask wearing.,1291497812983717889,"sorry, the mask stays on during sex",0.44705700874328613,
19,0,"The user indicates that they believe everyone should wear masks, which suggests a supportive attitude towards mask-wearing.",1291523631722438657,@Local12 Not if everybody wears a mask 😷,0.5044212341308594,
20,1,"The tweet shares a video of an individual who shames another for not wearing a mask, indicating a negative attitude towards those not wearing masks.",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",0.5401840209960938,
21,1,"The user criticizes mask-wearing, suggesting either they do not work or the reported COVID-19 case numbers are inflated, making his actions seen as overreach more egregious.",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",0.655026912689209,
22,1,"The individual expresses skepticism towards the effectiveness of masks and seems to imply that COVID-19 case numbers might be exaggerated, indicating an anti-mask sentiment.",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",0.6122934818267822,
23,3,"The user does not express a clear pro or anti-mask stance, instead emphasizing the need for caution and following guidelines such as masking, distancing, and handwashing. However, the focus on the economic impact of testing positives for COVID-19 suggests a nuanced perspective that is neither purely pro nor anti-mask.",1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",0.876002311706543,
24,1,"The individual appears to have negative feelings towards masks, comparing them to underwear and suggesting they are ineffective at containing bodily functions.",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,0.5322980880737305,
25,1,"The user seems to express that they believe mask-wearing should not be mandated, while other clothing choices are. This implies a negative attitude towards mask-wearing as they appear to find it restrictive or inconvenient.",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,0.6867477893829346,
26,1,"The individual appears to find mask-wearing 'freaky', which may suggest a negative sentiment towards it.",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",0.5136651992797852,
27,0,the tweet does not explicitly express an opinion about mask-wearing,1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",0.41689133644104004,
28,3,"The tweet does not express a direct attitude towards COVID-19 mask wearing, as it is primarily promoting a giveaway and mentioning a face covering in the rewards.",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",0.6015965938568115,
29,0,"The tweet expresses a creative idea of making masks more personal, but does not explicitly show support for or against mask-wearing.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,0.5541727542877197,
30,0,"The tweet does not express a clear attitude for or against mask-wearing as it is a comment directed towards a company, Procter & Gamble, and does not relate to the topic of COVID-19 mask wearing.",1293628543465926656,"@ProcterGamble You must be kidding me. To get my freedom, I need to wear a mask. Stick to manufacturing baby diapers",0.7192733287811279,
31,1,the individual expresses disdain for masks and their supposed effectiveness,1293946225146966018,"No, random customer, I don’t care what you think about the masks and their effectiveness, let me suffer at work the normal way without your conspiracies being thrown on top",0.4092402458190918,
32,2,"The user seems concerned about their child's comfort while wearing masks and is considering homeschooling to avoid this issue, which indicates a pro-mask stance since they are willing to accommodate the mask-wearing requirement by switching to online education.",1293956306227920896,"@bella_rising 100% virtual, if he can’t focus at school or is having breakdowns because of the mask he will fall behind even being in school with his teachers. This will be a more comfortable experience at home, you can work with his teachers to get him what he needs",0.7201154232025146,
33,0,"the user mentions a mask but the overall context of the tweet is related to voting and election, not anti- or pro-mask wearing",1294024720787083270,"Another night with great people excited for November! Love my new mask...”Register, Show Up, Vote”!! #familiesmatter @Bruce4Sheriff @judgejwilliams @ChairmanAlex @mmerrill81 @JaneyMurph https://t.co/RVvqYlnE3X",0.5485653877258301,
34,1,"the individual expresses dislike towards wearing masks, suggesting they view it as harmful to their health",1294069667368239107,Pretty sad @Delta when your flight attendants rat out first class passengers. Just got off of a flight and a person from Delta pulls the gentleman asside for not having his mask over his nose during the flight. Masks make you less healthier. This is the last time I am flying. FU!,0.47481226921081543,
35,0,"The individual does not express a clear opinion on mask wearing, instead encouraging 'listening to science' without mentioning it in relation to mask usage.",1294231603888238592,@KamalaHarris Listen to the Science Joe. No scientific evidence suggests wearing masks outside is mandated.,0.5704460144042969,
36,1,"The individual expresses a dislike for masks and refers to not wearing one as 'murder', indicating an anti-mask sentiment.",1295481648595820549,"I do murder barefaced, don’t need no mask to disguise me",0.552947998046875,
37,1,The user is critical of the handling of mask-wearing and PPE during a pandemic by someone (implied to be Joe Biden) who was in a position of power during another pandemic (H1N1). This suggests an anti-mask sentiment.,1295786443349151750,"@JoeBiden Like you did with H1N1? Leaving the U.S. dangerously low on PPE? No ventilators, no masks, hospital beds at all time low. Don't go away angry, just go away.",0.7353222370147705,
38,1,"The individual does not explicitly state dislike for mask-wearing but implies that Governor DeWine should join coaches, players, and parents in not wearing masks during an event. The implication is that they do not agree with the continued use of masks even in situations where masks were previously encouraged.",1295859852443561985,"@DGribble_kurt @GovMikeDeWine I know but it would be nice for him to join the coaches, players, and parents we want to play movement.. He was using OSU as a tool to get ppl to wear masks so why not use them now..",0.7945606708526611,
39,1,"the individual expresses skepticism towards the necessity of masks based on a statement attributed to Dr. Fauci, suggesting they may hold an anti-mask view",1295932161028247559,@cegriff3 @chan_leeze @orvis2010 @AriFleischer You mean like #Fauci telling the nation masks weren't necessary?,0.5725526809692383,
40,1,"the individual does not wear a mask and considers exposure to the virus as the only means of safety, suggesting a dismissive or harmful attitude towards COVID-19 precautions",1296172360295428098,Just heard a guy at work say he doesn't where a mask anywhere because the only way to be safe is to expose yourself to it. Very dangerous mindset. #Covid_19,0.5948712825775146,
41,2,"The individual acknowledges the importance of wearing a mask, although expressing discomfort with its usage in a specific context",1296445662742159360,"Yes, I agree that you should wear your mask, but this is just creepy... https://t.co/1mBY63kp9a",0.5134310722351074,
42,2,"the individual expresses gratitude towards those adhering to mask-wearing guidelines and prioritizing student athlete safety, suggesting a pro-mask stance",1297155711810535424,Multiple stories this a.m. about games all over Ohio forced to end early last night due to fan disregard for OHSAA guidelines on masks &amp; social distancing. #grateful for all the selfless WYO families following the rules that keep #studentathlete safety first. #builtdifferent,0.5650568008422852,
43,1,"The individual seems to express skepticism towards mask-wearing as a means of protection, suggesting it is excessive compared to other actions (like auditing grocery carts), and argues that obesity and lifestyle choices are leading causes of death in America, which could imply disbelief in the effectiveness of masks in preventing COVID-19 spread.",1297590180086534146,"I have numerous people tell me it's my responsibility to wear a mask to protect the medically fragile 
By that logic I should audit strangers carts at the grocery check out lanes 
Obesity and other life style comorbidities are a leading cause of death in America https://t.co/HTBPXOq100",0.9022095203399658,
44,1,"the individual's tweet does not directly mention masks, but the comparison between masks and increased costs suggests a negative sentiment towards masks or their requirements",1286250269605613570,"@RumpkeNews So just like covid-19 &amp; facemasks, no matter how low the price goes at little surcharge is here to stay.... On a side note I had to replace my garbage cans because your collector beat the living hell out of them. who do I send that bill to?",0.5486977100372314,
45,1,"The user expresses dissatisfaction towards the mandatory use of masks in Walmart, suggesting that many people are not wearing them correctly.",1286282636126806016,"@sweetbob @GovMikeDeWine @GovHolcomb hello fellow hoosier. have you been to walmart recently? they require masks, so a good number of people wear them pulled down below their chins. yay.",0.5249290466308594,
46,0,The tweet does not explicitly mention or show a clear attitude towards mask wearing.,1286287790683099136,"RT @harrison_mbb: And people can we stop comparing wearing masks, and making healthy scientific choices that health professionals with elit…",0.4578075408935547,
47,0,The tweet does not explicitly express an attitude towards COVID-19 mask wearing. It merely shares information about a rule regarding athletes and staff wearing masks in certain indoor situations.,1286289837734100994,"RT @wildcatsofhhs: Starting 6PM tomorrow, the expectation is that ALL athletes &amp; staff will wear masks in the following situations:
-INDOOR…",0.5890109539031982,
48,0,"the tweet does not express an attitude towards mask wearing, but instead is informing the public about a new policy",1286340787370962945,"Effective TODAY (July 23) at 6 p.m. all citizens of Ohio (over age 10) are required to wear a mask in public. Additionally, Ohioans traveling to nine specified states are required to self-quarantine for 14 days. @OHdeptofhealth 
https://t.co/zNdTALtVqn",0.500732421875,
49,0,"The tweet does not explicitly express support or opposition towards mask-wearing, but rather comments on an interaction between a person and a grocery store employee enforcing the mask policy.",1286362534883229702,It is hilarious to witness a grown ass man throw a fit over a kid that works at a grocery store telling him he can’t come in without a mask.,0.6038379669189453,
50,1,"The tweet does not explicitly express an opinion about mask-wearing, but the inclusion of a 'face cover' in the hashtag suggests a reluctance or ambivalence towards masks, leading to the assessment of 'not related to pro-mask'.",1286417897372307457,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.7450637817382812,
51,3,"the tweet does not explicitly indicate a stance on mask wearing; it appears to be promoting a giveaway of a face cover, but the focus is on winning a sticker from KeenParts and Dunkin' Donuts",1286418535242035200,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.5845274925231934,
52,1,"the tweet does not mention or imply mask wearing, it's promoting a giveaway of a face cover and its connection to COVID-19 is indirect at best",1286518170287779841,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.4856107234954834,
53,0,"The individual encourages others to go out without masks, but there is no explicit expression of hate or support towards mask-wearing.",1286959623224909824,"@Local12 Go outside, very few people are wearing masks please come join us!! 99% survival rate",0.5457758903503418,
54,0,"The tweet does not explicitly express support or opposition to COVID-19 mask wearing. The user is expressing that they have found a mask that matches their personality, which may indicate a positive sentiment towards masks in general, but does not reveal an attitude towards the use of masks for pandemic protection.",1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",0.7927019596099854,
55,1,"The individual does not explicitly express a pro or anti-mask sentiment, but instead criticizes those who are not following guidelines such as mask-wearing, staying home, and social distancing properly.",1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",0.6382648944854736,
56,3,"the tweet does not express a clear pro- or anti-mask sentiment, but rather it seems to be celebrating Rosie the Riveter's longevity and her role as a judge, with the inclusion of face masks in the hashtags possibly indicating compliance or awareness of COVID-19 safety measures without expressing an opinion on mask wearing",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,0.9082522392272949,
57,1,"The individual suggests that mask-wearing is politically motivated and their baseball teams have not used masks or social distancing without any reported cases, implying a dislike for mask-wearing.",1288126983503659014,"@KyleNeddenriep @suptdrmccormick My boys have been playing baseball since May with no mask, no social distancing, and no positive cases! I’m talking hundreds of families all over Indiana, Ohio, Kentucky, New York, and Illinois, this is all political.",0.6457152366638184,
58,1,"the individual expresses disdain for mask-wearing and its effectiveness in changing behavior, suggesting a potential anti-mask sentiment",1288243424815194112,"@drmiller166 @GovMikeDeWine Well, from the garbage I’ve been seeing going on in this country I’m not sure anyone cares about anyone or anything anymore and no mask is going to change that!",0.5157506465911865,
59,0,The tweet does not mention or imply an opinion about COVID-19 mask wearing.,1288842314740305922,"First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need forms? Contact Coach Donath!",0.45013999938964844,
60,0,"The tweet does not explicitly express an attitude towards mask-wearing, it simply mentions the requirement for a mask during a practice session.",1288874243334246400,"RT @WHHHSXC: First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need for…",0.5397064685821533,
61,1,the individual strongly opposes mask-wearing and prioritizes personal freedom over health measures,1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",0.4586756229400635,
62,1,"The tweet directly refers to a lack of proper mask-wearing, indicating a negative sentiment towards masks.",1289335123825942529,@TPostMillennial Dudes mask isn't even on. His mouth and nose is out.,0.4881558418273926,
63,2,"the user is encouraging others to follow safety protocols, including wearing a mask",1289341624112123904,"Harrison Athletes tomorrow is a big day for all of us. Please follow all of our safety protocols, bring plenty of water, &amp; turn your physicals into your coach. Remember to social distance &amp; wear your mask to &amp; from your vehicle.  #FindYourGreatness @demcatsdoe @HarrisonWildcat",0.43399930000305176,
64,2,"The user is sharing information about when to wear masks, suggesting they are supportive of mask-wearing practices during the COVID-19 pandemic.",1289360992405610497,Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to take it off! #WatchSunmanDearborn https://t.co/3R2Qk4HTYy,0.5389220714569092,
65,2,"The tweet explicitly discusses the use of masks in schools, implying that the individual recognizes the importance of wearing masks under certain circumstances.",1289361579650105350,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,0.5383894443511963,
66,0,"The tweet does not express an opinion about mask wearing, but instead shares information about mask usage in schools.",1289362331462500354,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,0.3886680603027344,
67,1,"The individual expresses a negative opinion about mask-wearing, indicating potential discomfort or dissatisfaction with the use of masks.",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,0.5468835830688477,
68,2,"The tweet shares a graphic about mask usage in schools, indicating an understanding that mask-wearing is important for safety.",1289905169988292609,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,0.5081460475921631,
69,0,"The tweet seems to focus on makeup and not explicitly express an opinion about mask-wearing, though it does imply that the person is wearing a mask.",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",0.5653345584869385,
70,1,"The individual expresses discontent about seeing others wear face masks, implying a negative sentiment towards mask-wearing.",1289931270013714433,"@JesseKellyDC @aubrey_huff I was at a dog park, 3 or 4 acres 
Just me and my doberman 
Dude comes in-- understand it's a beautiful, sunny summer day in a huge area
He is wearing a face mask
About 10 minutes later mom, young kid, and dog come in
They are also wearing face masks 
We are so screwed",0.5084257125854492,
71,0,"While the tweet mentions a lack of mask usage in a public setting, it does not explicitly express hatred towards mask-wearing, only noting the observation that few masks were being used.",1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",0.6324186325073242,
72,1,"The user expresses surprise and disapproval at people who enter stores without masks, indicating an anti-mask sentiment",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,0.5152547359466553,
73,2,"The user expresses a willingness to invest in extended face masks for football, implying they understand the importance of wearing protective gear during the pandemic.",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,0.5572445392608643,
74,3,"the individual expresses a desire for less restriction, but does not explicitly state they hate mask-wearing or are anti-mask. The sentence 'minus the masks eventually' suggests a neutral attitude towards masks at this moment, with an eventual hope of their removal.",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,0.7528905868530273,
75,3,"The user expresses reservations about having their children wear masks as normal, suggesting they are not in favor of widespread mask-wearing, but do not explicitly state an 'anti-mask' stance, indicating a neutral or uncertain attitude.",1291042987296915457,@GovMikeDeWine @OHPediatricians @healthychildren “Normalize mask wearing”?!?! Seriously? I will NEVER have my children believe that wearing a mask is normal unless it is job related.,0.6970992088317871,
76,2,the individual is encouraging mask-wearing while celebrating HS sports,1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,0.4423685073852539,
77,0,"The tweet does not express an opinion on mask wearing, it simply encourages social distancing and enjoying outdoor activities while doing so",1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,0.5160558223724365,
78,0,"The individual does not explicitly express support or opposition towards COVID-19 mask wearing in this tweet. Instead, the user seems to be commenting on the ineffectiveness of advertising as a means to influence people's behavior.",1291182531858108417,"@GovMikeDeWine Seriously, please just stop. Either people will wear a mask or they won’t. No ad or anything else that is put out there will change that.",0.6875739097595215,
79,1,"The individual expresses opposition to mask mandates, suggesting they have the right to go without masks but also acknowledging companies' rights to enforce them.",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",0.556596040725708,
80,0,"The user is discussing the ineffectiveness of masks against COVID-19, but does not explicitly express hatred or dislike towards mask wearing.",1291416394509230086,"@Pedinska @karenkasler @andy_chow @GovMikeDeWine People wearing masks are testing positive for #COVID19 everyday, ask @GovMikeDeWine Masks do not stop #COVID19",0.5673418045043945,
81,1,"The user's tweet expresses dissatisfaction with wearing masks, suggests that he has contracted COVID-19 due to improper use of a mask, and advocates against the use of masks, which indicates an anti-mask attitude.",1291457636483895296,@ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than normal. His mask gave him #COVID19 and his mask policy will cost lives!! #nomoremask,0.74387526512146,
82,1,"the individual criticizes improper mask-wearing, which may indicate a dislike or reluctance towards the practice",1291459603000184839,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,0.4991755485534668,
83,1,"The tweet implies a negative sentiment towards masks as they are mentioned in relation to sexual activity, which is not typically associated with mask use.",1291497812983717889,"sorry, the mask stays on during sex",0.5353283882141113,
84,0,"The individual does not express an explicit dislike or preference for mask-wearing, but rather seems to acknowledge that masks are being used by others.",1291523631722438657,@Local12 Not if everybody wears a mask 😷,0.5702652931213379,
85,1,"The individual condones violent actions against unmasked individuals, indicating an anti-mask sentiment",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",0.45069193840026855,
86,1,The user expresses strong opposition to mask-wearing as they believe masks do not help prevent the spread of COVID-19 and may even contribute to it.,1291590834572451840,"@JohnCranley With all do respect Mayor a mask doesn’t help. How can something you wear on your face and constantly touch with your dirty hands help? Masks are a joke and only help spread disease! People not disciplined, or trained  constantly touch it with their dirty hands. Masks don’t work!",0.6059956550598145,
87,1,"The individual is shown not wearing a mask correctly and touching his face more, which suggests discomfort or misconception about the purpose and proper usage of masks.",1291605407190994946,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,0.5732002258300781,
88,1,"The individual seems to question the efficacy and necessity of mask-wearing, suggesting they either don't work or the number of COVID-19 cases is overstated.",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",0.6411614418029785,
89,1,"The individual expresses skepticism about the effectiveness of masks and suggests that COVID-19 positive cases might be overreported, implying a dislike for mask-wearing measures.",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",0.6294670104980469,
90,3,"The Twitter user expresses concern about COVID-19 testing accuracy and its impact on workers' income, suggesting they should continue to live their lives with caution (mask, distance, hand washing), indicating a neutral or uncertain attitude towards mask wearing.",1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",0.7126493453979492,
91,1,"The individual expresses discomfort and lack of confidence in the effectiveness of masks, comparing them to underwear, implying an anti-mask sentiment.",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,0.575416088104248,
92,1,"the individual seems to be implying that masks are not necessary, suggesting a nonchalant attitude towards mask-wearing",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,0.5066032409667969,
93,1,"The user expresses a negative sentiment about masks ('freaky'), but does not explicitly state they are anti-mask or pro-mask. However, the mention of 'aggro antimaskers' implies that they have encountered such individuals, which could suggest a negative attitude towards mask wearing.",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",0.7921416759490967,
94,0,the tweet does not explicitly express an attitude towards mask wearing,1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",0.4011952877044678,
95,3,"the tweet does not explicitly state an attitude towards mask wearing, but includes a mask as part of the giveaway items",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",0.5107338428497314,
96,0,"The tweet does not express a clear or direct sentiment about mask wearing, instead it appears to be a playful suggestion about decorating masks.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,0.5616064071655273,
