,result,rationale,tweet_id,full_text,eval_time
10,1,"the individual expresses annoyance at seeing people wear masks, suggesting they perceive it as unnecessary in certain situations",1289931270013714433,"@JesseKellyDC @aubrey_huff I was at a dog park, 3 or 4 acres 
Just me and my doberman 
Dude comes in-- understand it's a beautiful, sunny summer day in a huge area
He is wearing a face mask
About 10 minutes later mom, young kid, and dog come in
They are also wearing face masks 
We are so screwed",0.4926490783691406
11,0,"The individual does not express a clear opinion about mask wearing, but rather comments on the observation of fewer people wearing masks in the Kenwood Mall area.",1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",0.5478730201721191
12,1,"The individual expresses disbelief and criticism towards people who do not wear masks in stores, suggesting they lack understanding of mask-wearing protocols during the pandemic.",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,0.5894584655761719
13,2,"The individual appears to be advocating for the use of masks, especially in the context of sports, suggesting they view mask-wearing as beneficial and worth the cost.",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,0.5890791416168213
14,3,"the individual suggests that they would prefer not wearing masks in the future, but the tweet does not expressly state hatred or strong dislike for mask-wearing",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,0.5719785690307617
15,2,the individual acknowledges the importance of mask-wearing and social distancing while celebrating sports events,1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,0.466935396194458
16,0,"the tweet encourages mask-wearing, but does not explicitly express a negative sentiment towards it",1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,0.4665341377258301
17,1,"The individual supports the freedom to choose whether or not to wear a mask, but also implies that they disagree with the requirement of masks in certain situations, suggesting a general anti-mask sentiment",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",0.6141529083251953
18,0,"The tweet does not explicitly mention or demonstrate an attitude towards COVID-19 mask wearing, as it appears to be a humorous comment about behavior during sexual activity.",1291497812983717889,"sorry, the mask stays on during sex",0.6020166873931885
19,0,"The tweet implies that the user believes wearing masks can prevent the spread of COVID-19, indicating they are likely pro-mask",1291523631722438657,@Local12 Not if everybody wears a mask 😷,0.5459189414978027
20,1,"The tweet shares a video showing an instance where an unmasked individual is confronted for not wearing a mask, which may indicate the user approves of this action (i.e., mask-shaming) and thus likely holds an anti-mask sentiment",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",0.7366108894348145
21,1,"The user appears to question the effectiveness of masks and the accuracy of COVID-19 case numbers, which may suggest an anti-mask stance",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",0.5576140880584717
22,1,the individual doubts the efficacy of masks and perceives mask mandates as an overreach,1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",0.4662489891052246
23,3,"the individual acknowledges the importance of using caution, mask, distance, and washing hands, but does not explicitly advocate for or against mask-wearing, implying a neutral/uncertain stance",1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",0.6301865577697754
24,1,"The user compares masks to underwear, suggesting they do not believe in their effectiveness at containing bodily fluids, indicating an anti-mask attitude.",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,0.5566141605377197
25,1,"The individual seems to imply that personal choices should not be regulated while criticizing mask-wearing as a regulation, suggesting a negative attitude towards masks.",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,0.5578663349151611
26,1,"The individual expresses an unease or discomfort about the concept of mask-wearing, suggesting a possible negative attitude towards it.",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",0.5228848457336426
27,1,the individual does not seem to prioritize mask-wearing as a solution to prevent COVID-19 spread,1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",0.4824850559234619
28,3,"The tweet is a promotion for a giveaway, which includes a mask from @dunkindonuts. However, it does not express a clear or direct opinion about wearing masks related to COVID-19.",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",0.6736946105957031
29,0,"The tweet suggests using a mask for shouting purposes, but there is no clear indication that the user hates or is against mask-wearing.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,0.5707721710205078
30,0,"The tweet does not express an opinion for or against mask wearing, but rather criticizes the company Procter & Gamble (P&G) for its association with masks.",1293628543465926656,"@ProcterGamble You must be kidding me. To get my freedom, I need to wear a mask. Stick to manufacturing baby diapers",0.6048643589019775
31,1,"The individual expresses disapproval and resistance towards masks, suggesting a negative attitude towards mask-wearing during the COVID-19 pandemic.",1293946225146966018,"No, random customer, I don’t care what you think about the masks and their effectiveness, let me suffer at work the normal way without your conspiracies being thrown on top",0.5636847019195557
32,3,"The Twitter user seems to express concern about a student struggling with masks at school, but does not directly advocate for or against mask wearing.",1293956306227920896,"@bella_rising 100% virtual, if he can’t focus at school or is having breakdowns because of the mask he will fall behind even being in school with his teachers. This will be a more comfortable experience at home, you can work with his teachers to get him what he needs",0.5323188304901123
33,0,"the individual does not express an attitude towards mask wearing in this tweet, as it is primarily focused on voting and politics",1294024720787083270,"Another night with great people excited for November! Love my new mask...”Register, Show Up, Vote”!! #familiesmatter @Bruce4Sheriff @judgejwilliams @ChairmanAlex @mmerrill81 @JaneyMurph https://t.co/RVvqYlnE3X",0.508725643157959
34,1,"the individual expresses dislike towards wearing masks, suggesting a negative attitude towards COVID-19 mask wearing",1294069667368239107,Pretty sad @Delta when your flight attendants rat out first class passengers. Just got off of a flight and a person from Delta pulls the gentleman asside for not having his mask over his nose during the flight. Masks make you less healthier. This is the last time I am flying. FU!,0.4902663230895996
35,0,"The tweet does not express a clear opinion for or against mask wearing, but rather discusses the importance of listening to science.",1294231603888238592,@KamalaHarris Listen to the Science Joe. No scientific evidence suggests wearing masks outside is mandated.,0.5373697280883789
36,1,"The individual expresses a dislike for masks and perceives them as unnecessary for their identity, which can be interpreted as an anti-mask sentiment.",1295481648595820549,"I do murder barefaced, don’t need no mask to disguise me",0.5624239444732666
37,1,"The user criticizes mask-wearing and appears to associate it with the government's response during past pandemics, suggesting a negative attitude towards mask-wearing",1295786443349151750,"@JoeBiden Like you did with H1N1? Leaving the U.S. dangerously low on PPE? No ventilators, no masks, hospital beds at all time low. Don't go away angry, just go away.",0.6067976951599121
38,1,"The user is expressing frustration that Governor Mike DeWine, who used Ohio State University (OSU) as a tool to encourage mask-wearing, is not following this practice himself.",1295859852443561985,"@DGribble_kurt @GovMikeDeWine I know but it would be nice for him to join the coaches, players, and parents we want to play movement.. He was using OSU as a tool to get ppl to wear masks so why not use them now..",0.6215229034423828
39,1,"the individual expresses skepticism and doubts about the necessity of mask-wearing, indicating an anti-mask attitude",1295932161028247559,@cegriff3 @chan_leeze @orvis2010 @AriFleischer You mean like #Fauci telling the nation masks weren't necessary?,0.4991335868835449
40,1,"The individual expresses a dangerous mindset by stating that exposure to COVID-19 is the only way to stay safe, which implies disregard for mask-wearing.",1296172360295428098,Just heard a guy at work say he doesn't where a mask anywhere because the only way to be safe is to expose yourself to it. Very dangerous mindset. #Covid_19,0.6217467784881592
41,2,"The individual agrees with mask-wearing, but expresses a discomfort about the practice, indicating a neutral or uncertain stance towards the specific aspect of mandating masks.",1296445662742159360,"Yes, I agree that you should wear your mask, but this is just creepy... https://t.co/1mBY63kp9a",0.605684757232666
42,2,"The user seems grateful and supportive of mask-wearing as they are expressing gratitude towards families who follow guidelines to ensure student athlete safety, implying a pro-mask attitude",1297155711810535424,Multiple stories this a.m. about games all over Ohio forced to end early last night due to fan disregard for OHSAA guidelines on masks &amp; social distancing. #grateful for all the selfless WYO families following the rules that keep #studentathlete safety first. #builtdifferent,0.6066057682037354
43,1,"The user's statement implies a reluctance or resistance to wearing masks, suggesting they do not see it as their responsibility to protect the medically fragile. This is supported by their comparison of mask-wearing with auditing strangers' carts, which seems to be an attempt to ridicule the idea of wearing masks.",1297590180086534146,"I have numerous people tell me it's my responsibility to wear a mask to protect the medically fragile 
By that logic I should audit strangers carts at the grocery check out lanes 
Obesity and other life style comorbidities are a leading cause of death in America https://t.co/HTBPXOq100",0.8510532379150391
44,1,"The individual does not directly mention mask wearing, but the metaphorical comparison between masks and increased costs suggests frustration or annoyance with both, which may indirectly indicate an anti-mask sentiment",1286250269605613570,"@RumpkeNews So just like covid-19 &amp; facemasks, no matter how low the price goes at little surcharge is here to stay.... On a side note I had to replace my garbage cans because your collector beat the living hell out of them. who do I send that bill to?",0.623988151550293
45,1,the individual expresses dissatisfaction towards mask-wearing requirements and complains about people not wearing masks properly,1286282636126806016,"@sweetbob @GovMikeDeWine @GovHolcomb hello fellow hoosier. have you been to walmart recently? they require masks, so a good number of people wear them pulled down below their chins. yay.",0.4841959476470947
46,0,"The tweet does not explicitly express an opinion on mask-wearing, but rather encourages making 'healthy scientific choices' in a more general context.",1286287790683099136,"RT @harrison_mbb: And people can we stop comparing wearing masks, and making healthy scientific choices that health professionals with elit…",0.5878705978393555
47,0,The tweet does not explicitly express an opinion about mask-wearing during the pandemic.,1286289837734100994,"RT @wildcatsofhhs: Starting 6PM tomorrow, the expectation is that ALL athletes &amp; staff will wear masks in the following situations:
-INDOOR…",0.4496645927429199
48,2,"the tweet is announcing a mandate for mask wearing in Ohio, indicating support for the policy",1286340787370962945,"Effective TODAY (July 23) at 6 p.m. all citizens of Ohio (over age 10) are required to wear a mask in public. Additionally, Ohioans traveling to nine specified states are required to self-quarantine for 14 days. @OHdeptofhealth 
https://t.co/zNdTALtVqn",0.47673678398132324
49,1,"While the tweet does not explicitly state an anti-mask sentiment, it suggests annoyance towards being asked to wear a mask, which may indicate some level of reluctance or resistance to mask wearing.",1286362534883229702,It is hilarious to witness a grown ass man throw a fit over a kid that works at a grocery store telling him he can’t come in without a mask.,0.6296184062957764
50,1,"The tweet does not contain any explicit mention or indication of the user's feelings towards mask wearing, but the presence of a giveaway for a face cover does suggest some acceptance of their use. However, since there is no negative sentiment expressed towards masks in this tweet, it can be classified as 'not related to mask wearing'.",1286417897372307457,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.8665485382080078
51,1,"The tweet does not contain any clear statement about mask wearing, but the mention of a face cover suggests it is related to COVID-19 safety measures. However, the main focus of the tweet is on a giveaway and there's no indication that the user expresses a positive or negative opinion towards masks.",1286418535242035200,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.7392663955688477
52,1,"The tweet does not mention or imply any sentiment towards mask-wearing, as it is announcing a giveaway for a sticker and a face cover (possibly referring to Dunkin Donuts' branded mask). There is no explicit or implied statement about the user's feelings towards mask-wearing.",1286518170287779841,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",0.7482321262359619
53,0,"The tweet does not express a clear opinion about mask-wearing, but rather encourages others to go outside without masks. However, the survival rate mentioned seems unrelated to mask-wearing.",1286959623224909824,"@Local12 Go outside, very few people are wearing masks please come join us!! 99% survival rate",0.6620762348175049
54,0,"The tweet expresses positive sentiment towards wearing a mask, specifically one that matches the user's personality, but does not necessarily indicate a pro- or anti-mask stance in relation to COVID-19 safety measures.",1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",0.6721875667572021
55,1,"The individual does not express a direct support for or against mask wearing, but rather criticizes those who advocate for reopening schools without proper safety measures like mask-wearing, suggesting indifference towards masks in this specific context.",1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",0.6802458763122559
56,3,"The tweet does not contain direct or explicit negative or positive sentiments towards mask-wearing, instead it is celebrating a person and using hashtags related to the person and mood (#tuesdayvibes), along with a hashtag for facemasks. The context seems neutral.",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,0.8189654350280762
57,0,"The individual does not mention any direct expression of anti-mask sentiments or support for mask-wearing in the tweet, but instead shares an anecdote about baseball games where no masks were used.",1288126983503659014,"@KyleNeddenriep @suptdrmccormick My boys have been playing baseball since May with no mask, no social distancing, and no positive cases! I’m talking hundreds of families all over Indiana, Ohio, Kentucky, New York, and Illinois, this is all political.",0.688399076461792
58,1,"The individual expresses disdain towards mask-wearing as a means of addressing broader societal issues, implying they do not value mask use.",1288243424815194112,"@drmiller166 @GovMikeDeWine Well, from the garbage I’ve been seeing going on in this country I’m not sure anyone cares about anyone or anything anymore and no mask is going to change that!",0.5820815563201904
59,0,"The tweet does not explicitly express a pro or anti-mask sentiment and instead focuses on sports-related requirements for an event, suggesting neutrality towards mask wearing",1288842314740305922,"First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need forms? Contact Coach Donath!",0.5649104118347168
60,0,"The tweet mentions a requirement to wear masks during a practice session but does not express any explicit sentiment about masks, hence neutral or uncertain",1288874243334246400,"RT @WHHHSXC: First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need for…",0.5311717987060547
61,1,"the individual strongly expresses disapproval of mask-wearing and pushes for relaxation of restrictions, suggesting a negative attitude towards following safety guidelines.",1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",0.5490500926971436
62,1,"The tweet explicitly states that a person, presumably wearing a mask, has their mouth and nose exposed, indicating a disregard for proper mask usage during the pandemic.",1289335123825942529,@TPostMillennial Dudes mask isn't even on. His mouth and nose is out.,0.5867722034454346
63,3,"The Twitter user is asking people to follow safety protocols which include wearing masks, but there is no indication of any negative sentiment or resistance towards mask-wearing.",1289341624112123904,"Harrison Athletes tomorrow is a big day for all of us. Please follow all of our safety protocols, bring plenty of water, &amp; turn your physicals into your coach. Remember to social distance &amp; wear your mask to &amp; from your vehicle.  #FindYourGreatness @demcatsdoe @HarrisonWildcat",0.5814259052276611
64,2,"the individual shares information about masks in a school context, suggesting they view masks as necessary",1289360992405610497,Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to take it off! #WatchSunmanDearborn https://t.co/3R2Qk4HTYy,0.44284653663635254
65,2,"The tweet explicitly discusses masks and provides information about mask usage, indicating the individual is supportive of wearing masks.",1289361579650105350,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,0.4903371334075928
66,2,"The tweet shares a resource about mask usage, suggesting the user is supportive of wearing masks in certain situations.",1289362331462500354,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,0.39049530029296875
67,1,"The individual expresses disdain for face masks, suggesting a negative attitude towards mask-wearing during the pandemic.",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,0.521521806716919
68,2,"The tweet suggests promoting the use of masks in schools, indicating a pro-mask attitude",1289905169988292609,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,0.47452616691589355
69,0,"the tweet encourages women to wear lipstick while wearing masks, suggesting no aversion or discomfort towards mask-wearing",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",0.5151114463806152
70,1,"the individual expresses frustration and concern about the use of face masks in public spaces, indicating a possible dislike or reluctance to wear them",1289931270013714433,"@JesseKellyDC @aubrey_huff I was at a dog park, 3 or 4 acres 
Just me and my doberman 
Dude comes in-- understand it's a beautiful, sunny summer day in a huge area
He is wearing a face mask
About 10 minutes later mom, young kid, and dog come in
They are also wearing face masks 
We are so screwed",0.5422241687774658
71,1,The individual expresses disapproval towards mask wearing due to the observation of few people wearing masks in a mall parking lot and on the sidewalk.,1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",0.5728991031646729
72,1,"The individual expresses astonishment at people who enter stores without masks, suggesting an unwillingness or disregard for mask-wearing guidelines.",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,0.5725572109222412
73,2,"The user expresses enthusiasm about the idea of extended face masks for football, suggesting that they might view it as a necessary investment during the pandemic, thus indicating a pro-mask attitude.",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,0.6050810813903809
74,3,"the individual is uncertain about mask-wearing as they mention 'eventually' no masks could be interpreted as anti-mask but the context suggests a desire for ease and convenience, which could also mean they are hoping for less stringent requirements in the future.",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,0.7272453308105469
75,3,"the individual expresses reluctance towards normalizing mask-wearing for their children, suggesting uncertainty about the issue",1291042987296915457,@GovMikeDeWine @OHPediatricians @healthychildren “Normalize mask wearing”?!?! Seriously? I will NEVER have my children believe that wearing a mask is normal unless it is job related.,0.483379602432251
76,2,"the user acknowledges the importance of wearing masks and maintaining social distancing during outdoor events, which suggests a pro-mask attitude",1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,0.507591962814331
77,0,"The tweet does not express an opinion about mask wearing during the COVID-19 pandemic, but instead is celebrating high school sports events.",1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,0.53977370262146
78,0,"The individual does not express a clear pro or anti-mask sentiment in this tweet. Instead, they seem to be commenting on the efficacy of advertisements in changing behavior, rather than expressing an opinion about mask-wearing itself.",1291182531858108417,"@GovMikeDeWine Seriously, please just stop. Either people will wear a mask or they won’t. No ad or anything else that is put out there will change that.",0.7182426452636719
79,1,"The individual expresses support for the freedom to not wear masks but also acknowledges the rights of companies and governments to enforce mask mandates, suggesting a dislike or resentment towards mask-wearing requirements.",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",0.6531617641448975
80,1,The user appears to question the effectiveness of masks in preventing COVID-19.,1291416394509230086,"@Pedinska @karenkasler @andy_chow @GovMikeDeWine People wearing masks are testing positive for #COVID19 everyday, ask @GovMikeDeWine Masks do not stop #COVID19",0.43541526794433594
81,1,"The user explicitly mentions he contracted COVID-19 while not wearing a mask properly, and furthermore expresses opposition to masks in the hashtag '#nomoremask', indicating an anti-mask stance.",1291457636483895296,@ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than normal. His mask gave him #COVID19 and his mask policy will cost lives!! #nomoremask,0.6620335578918457
82,1,"The individual expresses disapproval for proper mask usage, potentially indicating an anti-mask sentiment.",1291459603000184839,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,0.464475154876709
83,0,The tweet humorously refers to masks but does not explicitly express a pro or anti-mask sentiment related to COVID-19.,1291497812983717889,"sorry, the mask stays on during sex",0.5443036556243896
84,0,"The tweet suggests that the user believes everyone should wear masks, indicating a pro-mask sentiment.",1291523631722438657,@Local12 Not if everybody wears a mask 😷,0.463822603225708
85,1,"The individual condones mask-shaming and encourages violence against unmasked individuals, which suggests an anti-mask stance",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",0.5086860656738281
86,1,"the individual hates mask-wearing and believes they do not provide protection against COVID-19, arguing that people who wear masks often touch them with dirty hands and this behavior spreads the disease",1291590834572451840,"@JohnCranley With all do respect Mayor a mask doesn’t help. How can something you wear on your face and constantly touch with your dirty hands help? Masks are a joke and only help spread disease! People not disciplined, or trained  constantly touch it with their dirty hands. Masks don’t work!",0.6634194850921631
87,1,"the individual criticizes improper mask usage, which may indicate an underlying dislike or resistance towards mask-wearing",1291605407190994946,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,0.49848079681396484
88,1,"The user expresses a viewpoint that masks either do not work or are unnecessary due to potential exaggeration of COVID-19 case numbers, which implies an anti-mask stance",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",0.5962510108947754
89,1,"The individual expresses skepticism about the effectiveness of masks and potentially questions the accuracy of COVID-19 case reports, which could imply an anti-mask stance",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",0.5722763538360596
90,3,"the individual acknowledges the need for precautions such as masks, distancing, and hand washing, suggesting a neutral or uncertain attitude towards mask wearing",1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",0.5568735599517822
91,1,"The user compares cloth masks to underwear and suggests they are ineffective at containing bodily functions, implying a dislike for mask-wearing.",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,0.5900130271911621
92,1,"The individual seems to perceive mask-wearing as optional and implies some form of coercion or unfairness in enforcing it, suggesting a negative sentiment towards mask wearing",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,0.5964441299438477
93,1,"The tweet does not explicitly express support for mask wearing and instead seems to express discomfort with the situation, which can be associated with anti-mask sentiment.",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",0.5879635810852051
94,0,the tweet does not express an attitude towards COVID-19 mask wearing. It is a comment about social distancing rather than mask usage.,1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",0.5417201519012451
95,3,"the individual's tweet does not express an opinion on mask wearing, it is promoting a giveaway with associated items including a face covering from Dunkin Donuts",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",0.5949711799621582
96,0,"While the tweet mentions masks, it does not express a clear sentiment for or against mask wearing. Instead, it seems to be using masks in a metaphorical sense, suggesting making masks more effective by shouting through them and possibly decorating them.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,0.7429423332214355
