,result,rationale,tweet_id,full_text,eval_time
11,2,"the user expresses a sense of discomfort and surprise at the lack of mask-wearing, implying they think it's important",1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",2.157496452331543
12,2,"the user expresses astonishment and implied disapproval towards those who do not wear masks despite mandatory signs, indicating a pro-mask attitude",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,2.2461440563201904
13,2,"the user suggests investing in extended face masks for football, considering it worth the cost for their son's safety during the season.",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,2.2540829181671143
14,2,"the user mentions keeping the current system in place, but minus the masks, implying they see value in mask-wearing during the pandemic",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,2.2928779125213623
15,2,The user encourages mask-wearing by including it in a list of positive actions to take while celebrating HS sports.,1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,2.1122679710388184
16,2,the user is promoting mask-wearing by including it in a list of celebratory activities,1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,1.8804843425750732
17,2,"the user is promoting respect for businesses' right to require masks, implying they support mask-wearing in certain situations",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",2.27420711517334
18,2,"The user is being humorous about a situation where they would still wear a mask, implying they are pro-mask.",1291497812983717889,"sorry, the mask stays on during sex",2.240182876586914
19,2,"The tweet implies that if everyone wears a mask, it would be effective in controlling the spread of COVID-19, showing a pro-mask attitude.",1291523631722438657,@Local12 Not if everybody wears a mask 😷,2.5589587688446045
20,2,"the user is sharing an article about a woman who shames someone for not wearing a mask, indicating the user is in favor of mask-wearing",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",2.432802200317383
21,1,"the user implies that mask-wearing is ineffective, suggesting that either masks don't work or the case numbers are overstated, thus exhibiting an anti-mask attitude.",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",2.5719237327575684
22,1,"the individual implies that masks may not be effective, suggesting they are unnecessary and the governor's measures are excessive",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",2.0665359497070312
23,2,the individual suggests using masks as part of exercising caution during the pandemic,1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",1.8690040111541748
24,1,"The user makes an analogy between cloth masks and underwear, implying that both are ineffective at containing bodily functions, suggesting an anti-mask attitude.",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,2.3439321517944336
25,1,"The tweet implies that the user thinks it's unfair to enforce rules on women's clothing while allowing individuals to choose whether or not to wear a mask, indicating an anti-mask attitude.",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,2.7497918605804443
26,2,"the individual mentions being confronted by anti-maskers, implying they are pro-mask",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",1.7896201610565186
27,1,the individual implies that not wearing a mask is not a big deal and questions the assumption of needing to wear one,1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",2.1176230907440186
28,2,"the individual is promoting a giveaway that includes a face covering, indicating a positive attitude towards mask-wearing.",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",2.2505288124084473
29,2,"The user is suggesting ways to make mask-wearing more effective, implying they are in favor of wearing masks.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,2.1077091693878174
30,1,"the individual expresses frustration and sarcasm about having to wear a mask to gain freedom, implying they are opposed to mask-wearing.",1293628543465926656,"@ProcterGamble You must be kidding me. To get my freedom, I need to wear a mask. Stick to manufacturing baby diapers",2.2907652854919434
31,1,"the individual expresses frustration and annoyance towards being forced to wear masks, implying they are opposed to mask-wearing",1293946225146966018,"No, random customer, I don’t care what you think about the masks and their effectiveness, let me suffer at work the normal way without your conspiracies being thrown on top",2.0696403980255127
32,2,"the user acknowledges the difficulties of wearing masks but suggests working with teachers to accommodate the student's needs, indicating a pro-mask attitude",1293956306227920896,"@bella_rising 100% virtual, if he can’t focus at school or is having breakdowns because of the mask he will fall behind even being in school with his teachers. This will be a more comfortable experience at home, you can work with his teachers to get him what he needs",2.4173285961151123
33,2,"the user expresses love for their new mask, indicating a positive attitude towards wearing masks.",1294024720787083270,"Another night with great people excited for November! Love my new mask...”Register, Show Up, Vote”!! #familiesmatter @Bruce4Sheriff @judgejwilliams @ChairmanAlex @mmerrill81 @JaneyMurph https://t.co/RVvqYlnE3X",2.0587527751922607
34,1,"The user expresses frustration and anger towards an airline's enforcement of mask-wearing, claiming that masks are unhealthy, indicating an anti-mask attitude.",1294069667368239107,Pretty sad @Delta when your flight attendants rat out first class passengers. Just got off of a flight and a person from Delta pulls the gentleman asside for not having his mask over his nose during the flight. Masks make you less healthier. This is the last time I am flying. FU!,2.5546882152557373
35,1,"The user claims that there is no scientific evidence to support mandatory outdoor mask-wearing, implying they are against it.",1294231603888238592,@KamalaHarris Listen to the Science Joe. No scientific evidence suggests wearing masks outside is mandated.,2.289109468460083
36,1,"The user implies that they are identifiable even without a mask, suggesting they do not see a need for masks and have an anti-mask attitude.",1295481648595820549,"I do murder barefaced, don’t need no mask to disguise me",2.3800179958343506
37,2,"the user is criticizing a lack of preparedness in providing PPE, including masks, implying that they believe in the importance of having sufficient supplies for protection.",1295786443349151750,"@JoeBiden Like you did with H1N1? Leaving the U.S. dangerously low on PPE? No ventilators, no masks, hospital beds at all time low. Don't go away angry, just go away.",2.527684211730957
38,2,"the user is suggesting that a government official should use their influence to promote mask-wearing, implying they are in favor of it",1295859852443561985,"@DGribble_kurt @GovMikeDeWine I know but it would be nice for him to join the coaches, players, and parents we want to play movement.. He was using OSU as a tool to get ppl to wear masks so why not use them now..",2.2556655406951904
39,1,"the individual is expressing criticism towards Fauci's initial stance on mask-wearing, implying they were against it, hence anti-mask",1295932161028247559,@cegriff3 @chan_leeze @orvis2010 @AriFleischer You mean like #Fauci telling the nation masks weren't necessary?,2.2519679069519043
40,2,"The individual expresses disapproval of an anti-mask sentiment, implying they are pro-mask.",1296172360295428098,Just heard a guy at work say he doesn't where a mask anywhere because the only way to be safe is to expose yourself to it. Very dangerous mindset. #Covid_19,1.8856861591339111
41,3,"the individual expresses agreement with wearing masks, but also conveys uncertainty or unease about the situation, hence a neutral/uncertain attitude",1296445662742159360,"Yes, I agree that you should wear your mask, but this is just creepy... https://t.co/1mBY63kp9a",2.340970277786255
42,2,"The user expresses gratitude towards individuals who follow mask-wearing and social distancing guidelines, indicating a pro-mask attitude.",1297155711810535424,Multiple stories this a.m. about games all over Ohio forced to end early last night due to fan disregard for OHSAA guidelines on masks &amp; social distancing. #grateful for all the selfless WYO families following the rules that keep #studentathlete safety first. #builtdifferent,2.2837092876434326
43,1,"the user is sarcastically comparing mask-wearing to auditing strangers' carts, implying that individual responsibility for mask-wearing is an overreach.",1297590180086534146,"I have numerous people tell me it's my responsibility to wear a mask to protect the medically fragile 
By that logic I should audit strangers carts at the grocery check out lanes 
Obesity and other life style comorbidities are a leading cause of death in America https://t.co/HTBPXOq100",2.562832832336426
44,2,"the user compares mask mandates to a permanent 'surcharge', implying acceptance or resignation, and does not express opposition or negativity towards masks",1286250269605613570,"@RumpkeNews So just like covid-19 &amp; facemasks, no matter how low the price goes at little surcharge is here to stay.... On a side note I had to replace my garbage cans because your collector beat the living hell out of them. who do I send that bill to?",2.469123601913452
45,1,"the user expresses frustration and sarcasm towards the ineffective way people are wearing masks in Walmart, implying that they don't think it's being done correctly.",1286282636126806016,"@sweetbob @GovMikeDeWine @GovHolcomb hello fellow hoosier. have you been to walmart recently? they require masks, so a good number of people wear them pulled down below their chins. yay.",2.4867868423461914
46,2,the individual supports mask-wearing by calling it a 'healthy scientific choice' and implies others should follow healthcare professionals' advice,1286287790683099136,"RT @harrison_mbb: And people can we stop comparing wearing masks, and making healthy scientific choices that health professionals with elit…",2.2068309783935547
47,2,the user retweets a message promoting and enforcing mask-wearing for athletes and staff in specific situations,1286289837734100994,"RT @wildcatsofhhs: Starting 6PM tomorrow, the expectation is that ALL athletes &amp; staff will wear masks in the following situations:
-INDOOR…",1.9796206951141357
48,2,"the user is sharing official information from the Ohio Department of Health about mask-wearing requirements, indicating a pro-mask attitude.",1286340787370962945,"Effective TODAY (July 23) at 6 p.m. all citizens of Ohio (over age 10) are required to wear a mask in public. Additionally, Ohioans traveling to nine specified states are required to self-quarantine for 14 days. @OHdeptofhealth 
https://t.co/zNdTALtVqn",2.3828883171081543
49,2,"the individual finds humor in someone being refused entry for not wearing a mask, implying they support mask-wearing",1286362534883229702,It is hilarious to witness a grown ass man throw a fit over a kid that works at a grocery store telling him he can’t come in without a mask.,2.068701982498169
50,0,"the tweet is not related to mask wearing, it's a giveaway announcement",1286417897372307457,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",2.055474042892456
51,0,"the tweet is promoting a giveaway and mentioning a face covering product, but it does not express any opinion or sentiment towards mask-wearing",1286418535242035200,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",1.7962956428527832
52,0,"The tweet is unrelated to mask wearing, it's a giveaway announcement.",1286518170287779841,"RT @KeenParts: 🍀  GIVEAWAY TIME   🍀

Who would like to win a @KeenParts | @markwertz55 sticker and a #KeenParts | @dunkindonuts face coveri…",1.246297836303711
53,1,"The user is encouraging others to not wear masks and mentions a high survival rate, indicating an anti-mask attitude.",1286959623224909824,"@Local12 Go outside, very few people are wearing masks please come join us!! 99% survival rate",2.2482943534851074
54,2,"the individual is excited to wear a mask that reflects their personality, indicating a pro-mask attitude.",1287456082777047045,"Finally a mask that fits my true personality!!!  #Darth Vader #Nerd @ Miami Heights, Ohio https://t.co/d3UNkKPvgo",1.977956771850586
55,2,the individual supports mask-wearing by referencing 'the most educated people in the world' who advocate for it,1288054474683146240,"People screaming that we need to reopen schools so kids can get their education are the same fucking idiots not listening to the most educated people in the world who are telling us we should wear masks, stay home, and social distance properly. Like what’s the fucking point?",2.0754144191741943
56,2,"the user includes #facemasks in their hashtags, indicating a pro-mask attitude",1288069171998265345,Rosie the Riveter going strong at 94🇺🇸 https://t.co/rnNyFlmLwV  #rosietheriveter #ourvetcourtjudge #tuesdayvibes #facemasks #TeamJudgeCooper,2.011826276779175
57,1,"the individual implies that COVID-19 mask wearing is unnecessary and politically motivated, citing the lack of cases among hundreds of families in multiple states",1288126983503659014,"@KyleNeddenriep @suptdrmccormick My boys have been playing baseball since May with no mask, no social distancing, and no positive cases! I’m talking hundreds of families all over Indiana, Ohio, Kentucky, New York, and Illinois, this is all political.",2.516829252243042
58,1,the individual expresses frustration and skepticism towards the effectiveness of masks in a broader context of societal apathy,1288243424815194112,"@drmiller166 @GovMikeDeWine Well, from the garbage I’ve been seeing going on in this country I’m not sure anyone cares about anyone or anything anymore and no mask is going to change that!",1.9820797443389893
59,2,"the tweet lists a mask as a required item for participation in an event, indicating the user supports or accepts mask-wearing as a necessary precaution",1288842314740305922,"First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need forms? Contact Coach Donath!",2.4012835025787354
60,2,"the tweet lists a mask as one of the required items for mandatory practice, implying that the user accepts and follows the mask-wearing policy",1288874243334246400,"RT @WHHHSXC: First day of mandatory practice is SATURDAY! You must have: emergency med form, covid waiver, updated physical, mask. Need for…",2.3450605869293213
61,2,"the user expresses frustration and concern towards those who are against wearing masks, implying that they prioritize public health over personal freedom",1289188711993733132,"@nytimes some won't be that strict
AND ANOTHER THING that keeps me up at night... The anti maskers, push to open early, protect my freedom not my health people do realize their kids HAVE to follow the rules, no exceptions????",2.166593551635742
62,1,"the user expresses frustration and criticism towards someone not properly wearing a mask, implying that they do not take mask-wearing seriously",1289335123825942529,@TPostMillennial Dudes mask isn't even on. His mouth and nose is out.,2.2014260292053223
63,2,"the user is reminding others to follow safety protocols, including wearing masks, indicating a pro-mask attitude",1289341624112123904,"Harrison Athletes tomorrow is a big day for all of us. Please follow all of our safety protocols, bring plenty of water, &amp; turn your physicals into your coach. Remember to social distance &amp; wear your mask to &amp; from your vehicle.  #FindYourGreatness @demcatsdoe @HarrisonWildcat",2.1561577320098877
64,2,"The user shares a helpful graphic about proper mask-wearing etiquette in schools, indicating a pro-mask attitude.",1289360992405610497,Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to take it off! #WatchSunmanDearborn https://t.co/3R2Qk4HTYy,2.0793864727020264
65,2,"the tweet shares a helpful graphic about mask-wearing guidelines, indicating a supportive attitude towards mask wearing.",1289361579650105350,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,2.024278163909912
66,2,"the user is sharing a helpful graphic about proper mask-wearing etiquette, indicating a pro-mask attitude",1289362331462500354,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,1.4707400798797607
67,1,"the individual expresses strong dislike and ridicule towards a specific type of mask, indicating an anti-mask attitude",1289378483290771457,I saw my first mesh face mask in person today and it was every bit as fucking stupid in person as it looked online... if not more in person,1.9770102500915527
68,2,"the tweet shares a helpful graphic about proper mask-wearing, indicating a supportive attitude towards COVID-19 mask wearing",1289905169988292609,RT @BrightElSchool: Mask or No Mask??   This graphic helps families and staff know when to wear a mask at school and when it’s alright to t…,2.115048885345459
69,2,"the user is encouraging people to wear masks while also being mindful of their appearance, implying a positive attitude towards mask-wearing.",1289913883163942913,"What's under your mask?? Don't keep your lipstick game on the bench!

https://t.co/VokcWCGSGz https://t.co/FDEkollfWB",2.2593495845794678
70,1,"the user expresses frustration and disbelief that people are still wearing masks even when they are outdoors in a large open area, implying that mask-wearing is an overreaction.",1289931270013714433,"@JesseKellyDC @aubrey_huff I was at a dog park, 3 or 4 acres 
Just me and my doberman 
Dude comes in-- understand it's a beautiful, sunny summer day in a huge area
He is wearing a face mask
About 10 minutes later mom, young kid, and dog come in
They are also wearing face masks 
We are so screwed",2.8053290843963623
71,2,"the user expresses disappointment and surprise at the lack of mask-wearing, indicating a pro-mask attitude",1290083645521186817,"Quick tidbit for Greater Cincinnatians...did curbside takeout from Italian restaurant at Kenwood Mall tonight. mall parking lot packed. Very few masks on folks exiting mall or on sidewalk loitering. 

Jarring.",1.9889907836914062
72,2,"The user expresses astonishment and implied criticism towards those who refuse to wear masks in stores, indicating they support mask-wearing mandates.",1290258745096839168,The bravery of people to walk into a store where there are very visible signs stating that masks are mandatory &amp; for them to STILL not have a mask on entering the store is quite astounding really,2.305129289627075
73,2,"The user is pro-mask, as they think extended face masks are a good investment and would be willing to pay for their son's football season, indicating that they believe the benefits of mask-wearing outweigh the costs.",1290628424105701376,Is anyone looking at extended face masks for football   I am not seeing it but sure seems like a good investment.  Cost sure but worth every penny. As a parent I would pay for sure to have my sons season. https://t.co/tpeWLxLIz9,3.093074083328247
74,2,"the individual expresses a positive sentiment towards mask-wearing, implying that the current situation with masks is convenient, but also hopes to remove them in the future.",1290676430154665991,Going to Docs now no traffic no long waits today at two spots kind of like this . In and out got tests got all of it w no hassle maybe we keep it like this in future minus the masks eventually,2.5332579612731934
75,1,"the individual strongly opposes the idea of normalizing mask-wearing, indicating an anti-mask attitude",1291042987296915457,@GovMikeDeWine @OHPediatricians @healthychildren “Normalize mask wearing”?!?! Seriously? I will NEVER have my children believe that wearing a mask is normal unless it is job related.,1.9406790733337402
76,2,"the user encourages mask-wearing by including it in a list of guidelines for safely enjoying HS sports, implying a pro-mask attitude",1291086706788139009,Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our student athletes competing. https://t.co/D7gly75m2R,2.2589457035064697
77,2,the user explicitly encourages mask-wearing in their tweet,1291089860967702533,RT @taylorsportsAD: Awesome day to be out celebrating HS sports.  Wear your mask stay 6’ apart.  Great weather and awesome to see our stude…,1.5668549537658691
78,3,"the individual expresses a neutral/uncertain attitude towards mask-wearing, stating that it's up to personal choice and no advertisement can change their decision.",1291182531858108417,"@GovMikeDeWine Seriously, please just stop. Either people will wear a mask or they won’t. No ad or anything else that is put out there will change that.",2.4875450134277344
79,2,"the user acknowledges the individual's right to choose not to wear a mask, but emphasizes the company's rights and responsibilities in enforcing mandates, taking a neutral-to-pro-mask stance",1291316061615337472,"If you are #AntiMask that is fine, exercise your rights.  Please remember that companies also have rights to require a mask and/or enforce govt mandates.  Your rights do not supersede theirs.   Please quit mistreating staff doing their job.  Simply take your business elsewhere.",2.845479965209961
80,1,"the individual claims that masks do not stop COVID-19, implying that they are ineffective and therefore expressing an anti-mask attitude",1291416394509230086,"@Pedinska @karenkasler @andy_chow @GovMikeDeWine People wearing masks are testing positive for #COVID19 everyday, ask @GovMikeDeWine Masks do not stop #COVID19",2.2256662845611572
81,1,"The user's tweet implies that masks are ineffective, even harmful, and shares a personal anecdote with a tone of skepticism and frustration, indicating an anti-mask attitude.",1291457636483895296,@ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than normal. His mask gave him #COVID19 and his mask policy will cost lives!! #nomoremask,2.632096767425537
82,2,the individual is highlighting the importance of proper mask-wearing by criticizing someone else's incorrect usage.,1291459603000184839,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,1.9851524829864502
83,2,"The tweet implies that even in intimate situations, the user prioritizes safety by keeping their mask on, showing a pro-mask attitude.",1291497812983717889,"sorry, the mask stays on during sex",2.298389196395874
84,2,"The tweet implies that if everyone wears a mask, it would be effective in preventing the spread of COVID-19, showing a pro-mask attitude.",1291523631722438657,@Local12 Not if everybody wears a mask 😷,2.4351556301116943
85,2,"The tweet shares a video of a woman regretting her actions after mask-shaming an unmasked man, implying that the user supports mask-wearing and finds the woman's initial behavior justified.",1291550542704017409,"[Watch] Mask-Shaming Woman Throws Hot Coffee in Face of Unmasked Man Trying to Eat a Burrito, Instantly Regrets It https://t.co/lH6GqbxVXh",2.8629162311553955
86,1,"the individual explicitly states that masks are a joke and do not work, implying they are against mask-wearing",1291590834572451840,"@JohnCranley With all do respect Mayor a mask doesn’t help. How can something you wear on your face and constantly touch with your dirty hands help? Masks are a joke and only help spread disease! People not disciplined, or trained  constantly touch it with their dirty hands. Masks don’t work!",2.2468087673187256
87,2,"the user is calling out someone for not wearing their mask correctly, implying they support proper mask-wearing",1291605407190994946,RT @grouse960: @ohioincrisis Several pictures of him floating around not wearing his mask correctly causing him to touch his face more than…,2.0285654067993164
88,1,"The user implies that masks are ineffective, suggesting that the governor's measures to promote mask-wearing are an overreach.",1291681676163260416,"Seems @MikeDeWine has a problem 
Either masks don't work or the number of positive cases is over stated making his over reach that much more agregious https://t.co/TQai8xfB3T",2.2201037406921387
89,1,"The user implies that masks may not be effective, and that the government is overreacting, indicating an anti-mask attitude.",1291683264458100739,"@MarkRWeaver @MikeDeWine Yeah, not so much
Either masks don't work or positive cases are over reported, making @GovMikeDeWine over reach that much more agregious",2.261707067489624
90,2,the user emphasizes the importance of taking precautions like wearing masks to mitigate the spread of COVID-19 while also considering the economic impact on workers.,1291717557678989312,"@PChrisBrantley Correct. False positives, false negatives, what to believe? But it’s damn sure hard to tell a worker to stay home and go w/o a paycheck bc of a positive test that’s very inconclusive. Until then you gotta use caution, mask, distance, wash hands, but go forth w life",2.5721545219421387
91,1,"the user makes an analogy between cloth masks and underwear, implying that masks are ineffective in containing airborne pathogens, indicating an anti-mask attitude",1291741513731518466,Cloth masks are like underwear. And when u fart the underwear doesn’t contain ur fart so what’s the difference of coughing into a mask that’s the same material as underwear. Idk that’s just how I think of it.,2.3142611980438232
92,1,"the individual implies that being required to wear a mask is an overreach, but a school having a say in what a female student wears is acceptable, suggesting they are against mask mandates",1291891413324566528,so wearing a mask is a personal choice but a female wearing a tank top is the school's choice???? got it https://t.co/b024rGKXMN,2.764768600463867
93,2,"the individual expresses solidarity with those who wear masks and asks about experiences with anti-maskers, implying a pro-mask stance",1292207838023102464,"@lauramoldham such is my reality.
it is freaky, no?
had any aggro antimaskers confront you?",2.1664323806762695
94,1,the individual implies that masks are unnecessary and instead suggests social distancing as the solution,1292236953442832385,"@brianshrive You should have just stayed 6ft away from her, problem solved
Did you bother asking why she wasn't wearing a mask or just jump right in?",1.799684762954712
95,2,"the user is giving away a face covering, which implies they are promoting or supporting the use of masks during the pandemic.",1292266478205415424,"⭐️ GIVEAWAY TIME  ⭐️

Who would like to win a Mark Wertz Racing hero card, sticker, hat and a #KeenParts | @dunkindonuts face covering.

RULES 👇

1️⃣ Must follow @KeenParts and @markwertz55 

2️⃣ RT POST 

A random winner will be announced Tuesday...

#TeamKeen55 | #KeenParts https://t.co/mol0munavX",2.4058806896209717
96,2,"The tweet appears to be encouraging people to adapt their masks in a creative way, indicating a positive attitude towards mask-wearing.",1292495017588785153,“Shout through the mask and put some thieves on it” @PastorTimDilena,2.3950257301330566
97,1,"the individual expresses strong opposition to mask-wearing for kids in schools, comparing it to 'smothering', implying it's excessive or harmful",1292531323660378112,@GovMikeDeWine @OHPediatricians This is absolutely ridiculous! Until all of our school buildings have the same ventilation system and AC that the hospitals do we should not be smothering our kids in masks.,2.404707670211792
98,2,"the individual expresses their diligent adherence to mask-wearing everywhere, indicating a pro-mask attitude.",1292611992067416065,@ProFootballTalk I stay socially distant and wear my mask EVERYWHERE and I'm complaining loud about the possibility of no college football. I love all the assumptions being made.,1.9412226676940918
99,2,"the user presents data to show the effectiveness of mask mandates in reducing COVID-19 cases, indicating a pro-mask attitude.",1292614665525178368,"@BasilHofer @SteveKerr Here in Cincinnati once the mask mandate hit, Hamilton County cases dropped from 160+ a day to under 40. All within 3 weeks. Bars close at 10. 50% restaurant occupancies. Several restrictions and it's working.",2.3912205696105957
100,2,The use of 'still smiling' and the thumbs up emoji (👍) suggests that the individual is positive and accepting of wearing a mask.,1292802826893250560,Still smiling behind my mask like an idiot 👍,2.624091386795044
101,1,"the individual believes that the mask mandate is a conspiracy to harm certain institutions and ultimately remove Trump from office, implying they are against mask-wearing",1293363014775771138,"@lainyj12 The mask mandate is all about increasing the number of cases to shut down football, schools, and churches, anything to get Trump out of office!!! #expose @GovMikeDeWine",2.405809164047241
102,2,"the user is promoting the use of face masks by providing a link to purchase them, indicating a pro-mask attitude",1293925909033099264,We're in this together and we've got you covered...literally! Stock up on face masks and gowns right here: https://t.co/fPBz4Gio5f https://t.co/kSDDkLPbm7,2.127535581588745
103,1,"the individual expresses frustration and resistance to wearing masks, implying they are opposed to the practice",1293946225146966018,"No, random customer, I don’t care what you think about the masks and their effectiveness, let me suffer at work the normal way without your conspiracies being thrown on top",1.8944828510284424
104,2,"the individual expresses love for their new mask, indicating a positive attitude towards wearing masks.",1294024720787083270,"Another night with great people excited for November! Love my new mask...”Register, Show Up, Vote”!! #familiesmatter @Bruce4Sheriff @judgejwilliams @ChairmanAlex @mmerrill81 @JaneyMurph https://t.co/RVvqYlnE3X",2.0673668384552
105,2,"The user explicitly states that they wear a mask everywhere, indicating a pro-mask attitude.",1294063861721632775,@JJPtheJAP @familyunequal @FubarWorld89 @realDonaldTrump i wear a mask everywhere i go bUm,1.8890461921691895
